CONCEPT	rope	ruler	sack	saddle	sailboat	salamander	salmon	sandals	sandpaper	sardine	saucer	saxophone	scarf	scissors	scooter	screwdriver	screws	seagull	seal	seaweed	shack	shawl	shed	sheep	shell	shelves	shield	ship	shirt	shoes	shotgun	shovel	shrimp	sink	skateboard	skillet	skirt	skis	skunk	skyscraper	sled	sledgehammer	sleigh	slingshot	slippers	snail	socks	sofa	spade	sparrow	spatula	spear	spider	spinach	spoon	squid	squirrel	starling	stereo	stick	stone	stool_(furniture)	stork	stove	strainer	strawberry	submarine	subway	surfboard	swan	sweater	swimsuit	sword	table	tack	tangerine	tank_(army)	tank_(container)	tap	tape_(scotch)	taxi	telephone	tent	thermometer	thimble	tie	tiger	toad	toaster	toilet	tomahawk	tomato	tongs	tortoise	toy	tractor	trailer	train	tray	tricycle	tripod	trolley	trombone	trousers	trout	truck	trumpet	tuba	tuna	turkey	turnip	turtle	typewriter	umbrella	unicycle	urn	van	veil	vest	vine	violin	vulture	wagon	wall	walnut	walrus	wand	wasp	whale	wheel	wheelbarrow	whip	whistle	willow	woodpecker	worm	wrench	yacht	yam	zebra	zucchini
subway	0.000	0.000	0.000	0.000	0.069	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.254	0.000	0.000	0.000	0.000	0.000	0.074	0.000	0.000	0.000	0.000	0.000	0.000	0.171	0.000	0.000	0.066	0.000	0.000	0.000	0.141	0.000	0.000	0.000	0.000	0.042	0.056	0.000	0.117	0.000	0.000	0.000	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.074	0.000	0.057	0.000	0.000	0.000	0.000	0.042	0.000	0.000	0.094	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.236	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.050	0.000	0.000	0.000	0.000	0.000	0.000	0.036	0.000	0.341	0.000	0.051	0.000	0.118	0.044	0.000	0.000	0.063	0.074	0.052	0.000	0.000	0.000	0.000	0.000	0.000	0.063	0.000	0.126	0.000	0.000	0.000	0.000	0.000	0.047	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.051	0.000	0.048	0.000	0.016	0.000	0.000	0.044	0.000	0.000	0.000
surfboard	0.234	0.119	0.000	0.000	0.055	0.000	0.061	0.000	0.000	0.000	0.046	0.000	0.198	0.000	0.000	0.065	0.000	0.000	0.000	0.065	0.073	0.020	0.047	0.000	0.037	0.097	0.019	0.207	0.032	0.000	0.000	0.000	0.000	0.000	0.141	0.000	0.227	0.308	0.000	0.000	0.078	0.125	0.034	0.031	0.000	0.000	0.028	0.000	0.000	0.000	0.182	0.180	0.000	0.000	0.026	0.000	0.000	0.000	0.000	0.314	0.000	0.078	0.000	0.000	0.000	0.000	0.060	0.000	1.000	0.000	0.038	0.070	0.150	0.112	0.035	0.000	0.000	0.000	0.000	0.070	0.000	0.000	0.000	0.098	0.000	0.117	0.000	0.000	0.000	0.000	0.017	0.000	0.105	0.000	0.000	0.000	0.000	0.000	0.105	0.000	0.000	0.000	0.105	0.019	0.070	0.000	0.000	0.000	0.035	0.000	0.000	0.000	0.000	0.041	0.000	0.000	0.000	0.000	0.042	0.177	0.035	0.000	0.024	0.106	0.000	0.000	0.322	0.000	0.000	0.000	0.024	0.249	0.000	0.104	0.000	0.309	0.000	0.124	0.000	0.000	0.159
swan	0.000	0.000	0.000	0.000	0.000	0.000	0.147	0.000	0.000	0.029	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.484	0.130	0.000	0.000	0.000	0.000	0.171	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.118	0.000	0.000	0.000	0.000	0.000	0.225	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.394	0.000	0.000	0.014	0.000	0.000	0.081	0.000	0.381	0.000	0.000	0.000	0.000	0.415	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.066	0.000	0.166	0.000	0.000	0.000	0.103	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.131	0.000	0.000	0.000	0.055	0.209	0.107	0.141	0.000	0.000	0.000	0.000	0.000	0.145	0.000	0.000	0.000	0.267	0.000	0.000	0.000	0.083	0.000	0.089	0.064	0.000	0.000	0.000	0.000	0.000	0.286	0.000	0.000	0.000	0.000	0.159	0.000
sweater	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.470	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.703	0.000	0.000	0.075	0.000	0.000	0.000	0.489	0.052	0.000	0.000	0.000	0.000	0.000	0.000	0.173	0.000	0.000	0.000	0.034	0.000	0.000	0.000	0.275	0.000	0.564	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.038	0.000	1.000	0.177	0.000	0.000	0.069	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.173	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.287	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.081	0.000	0.000	0.000	0.000	0.210	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
swimsuit	0.000	0.000	0.019	0.000	0.000	0.000	0.000	0.089	0.000	0.000	0.000	0.000	0.080	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.272	0.000	0.000	0.067	0.000	0.000	0.000	0.203	0.040	0.000	0.000	0.000	0.000	0.000	0.000	0.296	0.000	0.000	0.000	0.030	0.000	0.000	0.000	0.035	0.000	0.109	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.070	0.000	0.177	1.000	0.000	0.000	0.062	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.215	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.177	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.072	0.000	0.000	0.000	0.042	0.170	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
sword	0.117	0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.076	0.089	0.428	0.035	0.200	0.144	0.000	0.000	0.032	0.033	0.000	0.027	0.000	0.000	0.042	0.228	0.000	0.000	0.000	0.236	0.209	0.000	0.031	0.045	0.182	0.104	0.103	0.000	0.000	0.031	0.198	0.042	0.267	0.000	0.000	0.000	0.000	0.187	0.000	0.243	0.565	0.000	0.000	0.109	0.000	0.000	0.000	0.000	0.194	0.075	0.052	0.000	0.025	0.098	0.000	0.112	0.000	0.150	0.000	0.000	0.000	1.000	0.000	0.429	0.000	0.135	0.092	0.096	0.035	0.000	0.000	0.000	0.049	0.105	0.043	0.034	0.000	0.046	0.000	0.450	0.000	0.210	0.000	0.000	0.037	0.000	0.032	0.064	0.042	0.069	0.055	0.053	0.000	0.000	0.000	0.073	0.028	0.000	0.000	0.000	0.000	0.039	0.173	0.000	0.052	0.000	0.000	0.000	0.088	0.000	0.000	0.079	0.000	0.000	0.000	0.161	0.027	0.000	0.026	0.071	0.260	0.102	0.052	0.000	0.154	0.163	0.000	0.000	0.000	0.079
table	0.000	0.197	0.000	0.000	0.000	0.093	0.000	0.000	0.000	0.000	0.114	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.305	0.000	0.198	0.122	0.000	0.292	0.081	0.066	0.000	0.000	0.000	0.000	0.000	0.079	0.214	0.099	0.000	0.100	0.087	0.000	0.254	0.224	0.144	0.129	0.000	0.000	0.000	0.138	0.000	0.000	0.176	0.062	0.097	0.000	0.149	0.000	0.073	0.000	0.000	0.348	0.058	0.492	0.059	0.070	0.134	0.000	0.000	0.000	0.112	0.000	0.000	0.000	0.000	1.000	0.000	0.050	0.000	0.000	0.065	0.000	0.000	0.000	0.000	0.031	0.000	0.000	0.000	0.020	0.078	0.000	0.072	0.088	0.056	0.047	0.000	0.000	0.000	0.000	0.110	0.000	0.000	0.000	0.000	0.040	0.000	0.000	0.000	0.000	0.000	0.000	0.032	0.093	0.000	0.043	0.000	0.059	0.000	0.000	0.000	0.000	0.146	0.000	0.101	0.196	0.000	0.000	0.045	0.000	0.000	0.143	0.099	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.092	0.000
tack	0.000	0.000	0.000	0.000	0.052	0.189	0.000	0.000	0.000	0.134	0.000	0.074	0.038	0.408	0.088	0.055	0.348	0.000	0.000	0.000	0.175	0.036	0.126	0.000	0.069	0.058	0.136	0.000	0.058	0.000	0.094	0.048	0.177	0.032	0.000	0.067	0.032	0.000	0.039	0.000	0.062	0.115	0.042	0.000	0.000	0.082	0.052	0.000	0.089	0.106	0.069	0.210	0.087	0.000	0.097	0.000	0.089	0.081	0.000	0.000	0.057	0.132	0.000	0.025	0.100	0.045	0.079	0.000	0.035	0.000	0.069	0.062	0.429	0.000	1.000	0.107	0.074	0.094	0.097	0.120	0.000	0.000	0.000	0.000	0.228	0.057	0.000	0.059	0.047	0.000	0.079	0.000	0.161	0.000	0.000	0.038	0.000	0.033	0.065	0.138	0.070	0.140	0.000	0.035	0.000	0.000	0.069	0.029	0.000	0.000	0.000	0.039	0.040	0.135	0.000	0.053	0.000	0.000	0.077	0.000	0.000	0.000	0.022	0.000	0.045	0.000	0.000	0.076	0.000	0.027	0.085	0.000	0.224	0.000	0.000	0.075	0.124	0.000	0.000	0.000	0.000
tangerine	0.000	0.000	0.000	0.000	0.038	0.140	0.000	0.000	0.000	0.099	0.076	0.000	0.000	0.000	0.039	0.000	0.050	0.000	0.000	0.000	0.104	0.000	0.072	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.130	0.000	0.000	0.035	0.000	0.000	0.029	0.000	0.000	0.000	0.000	0.000	0.000	0.060	0.000	0.000	0.000	0.078	0.000	0.000	0.064	0.000	0.000	0.000	0.066	0.060	0.000	0.000	0.092	0.112	0.000	0.000	0.035	0.470	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.050	0.107	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.026	0.077	0.000	0.075	0.043	0.000	0.000	0.000	0.352	0.000	0.000	0.000	0.000	0.000	0.000	0.029	0.071	0.000	0.062	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.027	0.029	0.000	0.036	0.000	0.050	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.091	0.000	0.038	0.056	0.000	0.121	0.000	0.000	0.088	0.000	0.000	0.055	0.000	0.000	0.333	0.000	0.019
tank_(army)	0.000	0.000	0.000	0.018	0.122	0.061	0.000	0.000	0.000	0.000	0.000	0.066	0.000	0.097	0.123	0.063	0.110	0.000	0.058	0.195	0.039	0.000	0.031	0.000	0.000	0.048	0.318	0.174	0.000	0.000	0.107	0.055	0.086	0.036	0.129	0.077	0.000	0.000	0.000	0.049	0.036	0.258	0.049	0.000	0.000	0.000	0.000	0.000	0.101	0.000	0.079	0.000	0.043	0.208	0.084	0.000	0.000	0.000	0.000	0.000	0.028	0.060	0.065	0.029	0.114	0.000	0.416	0.000	0.000	0.000	0.000	0.000	0.135	0.000	0.074	0.000	1.000	0.228	0.112	0.000	0.000	0.000	0.000	0.000	0.123	0.000	0.052	0.144	0.054	0.000	0.088	0.074	0.185	0.138	0.000	0.248	0.170	0.067	0.074	0.139	0.080	0.286	0.086	0.000	0.000	0.313	0.051	0.246	0.073	0.108	0.000	0.099	0.066	0.148	0.000	0.060	0.211	0.000	0.032	0.181	0.000	0.090	0.101	0.000	0.000	0.213	0.000	0.000	0.261	0.031	0.186	0.000	0.119	0.175	0.000	0.000	0.162	0.196	0.000	0.000	0.174
tank_(container)	0.000	0.076	0.177	0.000	0.100	0.000	0.000	0.038	0.000	0.000	0.000	0.084	0.000	0.182	0.051	0.080	0.171	0.000	0.034	0.000	0.093	0.000	0.191	0.000	0.000	0.243	0.235	0.104	0.000	0.037	0.136	0.069	0.051	0.118	0.000	0.098	0.000	0.000	0.000	0.029	0.111	0.197	0.109	0.000	0.000	0.000	0.000	0.000	0.129	0.000	0.233	0.000	0.025	0.000	0.191	0.000	0.000	0.000	0.000	0.000	0.000	0.077	0.039	0.037	0.267	0.000	0.206	0.000	0.000	0.000	0.000	0.000	0.092	0.000	0.094	0.000	0.228	1.000	0.142	0.000	0.000	0.087	0.000	0.072	0.191	0.000	0.031	0.000	0.068	0.000	0.000	0.000	0.298	0.029	0.000	0.130	0.138	0.048	0.344	0.062	0.102	0.141	0.052	0.000	0.000	0.117	0.064	0.157	0.044	0.064	0.000	0.000	0.057	0.184	0.000	0.273	0.081	0.000	0.000	0.000	0.000	0.054	0.033	0.000	0.000	0.127	0.000	0.000	0.156	0.039	0.160	0.000	0.273	0.059	0.000	0.000	0.210	0.117	0.000	0.000	0.000
tap	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.087	0.000	0.128	0.054	0.083	0.172	0.000	0.000	0.000	0.051	0.000	0.041	0.000	0.000	0.064	0.206	0.000	0.000	0.000	0.142	0.072	0.000	0.344	0.000	0.180	0.000	0.000	0.000	0.000	0.047	0.175	0.064	0.000	0.000	0.000	0.000	0.000	0.134	0.000	0.177	0.000	0.000	0.000	0.162	0.000	0.000	0.000	0.000	0.000	0.000	0.080	0.000	0.132	0.275	0.000	0.119	0.000	0.000	0.000	0.000	0.000	0.096	0.065	0.097	0.000	0.112	0.142	1.000	0.000	0.000	0.000	0.000	0.000	0.162	0.000	0.000	0.000	0.175	0.080	0.000	0.000	0.319	0.000	0.000	0.058	0.000	0.050	0.098	0.064	0.106	0.085	0.000	0.000	0.000	0.000	0.067	0.043	0.000	0.000	0.000	0.000	0.060	0.091	0.000	0.080	0.000	0.000	0.000	0.000	0.000	0.000	0.034	0.000	0.000	0.000	0.000	0.000	0.000	0.040	0.110	0.000	0.158	0.000	0.000	0.000	0.188	0.000	0.000	0.000	0.000
tape_(scotch)	0.054	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.041	0.000	0.000	0.015	0.123	0.000	0.000	0.015	0.000	0.000	0.000	0.000	0.000	0.019	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.021	0.000	0.049	0.048	0.000	0.000	0.000	0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.022	0.038	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.054	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.070	0.000	0.000	0.000	0.035	0.000	0.120	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.023	0.000	0.020	0.000	0.000	0.000	0.000	0.000	0.000	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.053	0.000	0.041	0.000	0.000	0.000	0.000	0.000	0.000	0.075	0.000	0.000	0.000	0.015	0.058	0.000	0.024	0.000	0.072	0.000	0.000	0.000	0.000	0.037
taxi	0.000	0.000	0.000	0.000	0.068	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.192	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.130	0.000	0.000	0.000	0.000	0.000	0.000	0.109	0.000	0.000	0.000	0.000	0.000	0.016	0.000	0.115	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.022	0.000	0.041	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.093	0.236	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.071	0.000	0.175	0.000	0.051	0.000	0.117	0.000	0.000	0.000	0.211	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.063	0.000	0.094	0.000	0.000	0.000	0.000	0.000	0.047	0.000	0.000	0.000	0.000	0.172	0.000	0.000	0.050	0.000	0.000	0.000	0.000	0.000	0.000	0.097	0.000	0.000	0.000
telephone	0.000	0.079	0.000	0.000	0.000	0.000	0.000	0.029	0.000	0.000	0.000	0.000	0.000	0.046	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.027	0.000	0.000	0.115	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.051	0.000	0.036	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.103	0.000	0.000	0.000	0.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.095	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.087	0.000	0.000	0.000	1.000	0.000	0.042	0.027	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.050	0.000	0.000	0.000	0.000	0.000	0.119	0.000	0.000	0.000	0.000	0.053	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.028	0.038	0.000	0.000	0.000	0.000	0.095	0.000	0.000	0.000	0.000	0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.094	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
tent	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.024	0.000	0.000	0.000	0.070	0.000	0.105	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.168	0.000	0.000	0.000	0.000	0.000	0.000	0.061	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.118	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
thermometer	0.076	0.036	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.047	0.000	0.058	0.000	0.000	0.021	0.000	0.000	0.000	0.021	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.029	0.021	0.068	0.067	0.000	0.000	0.000	0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.031	0.054	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.075	0.031	0.033	0.000	0.000	0.021	0.000	0.000	0.000	0.098	0.000	0.000	0.000	0.049	0.031	0.000	0.026	0.000	0.072	0.000	0.023	0.000	0.042	0.000	1.000	0.000	0.028	0.000	0.000	0.000	0.000	0.000	0.046	0.034	0.000	0.000	0.000	0.000	0.000	0.018	0.000	0.000	0.000	0.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.017	0.000	0.027	0.023	0.000	0.031	0.000	0.000	0.000	0.057	0.000	0.000	0.000	0.000	0.000	0.000	0.128	0.000	0.000	0.075	0.000	0.081	0.000	0.034	0.000	0.100	0.000	0.000	0.000	0.000	0.051
thimble	0.000	0.024	0.000	0.000	0.037	0.137	0.000	0.012	0.000	0.096	0.000	0.096	0.000	0.159	0.097	0.091	0.209	0.000	0.000	0.000	0.158	0.000	0.116	0.000	0.000	0.081	0.226	0.000	0.000	0.106	0.156	0.079	0.127	0.053	0.000	0.112	0.000	0.000	0.028	0.000	0.073	0.192	0.085	0.000	0.000	0.059	0.000	0.000	0.147	0.076	0.156	0.000	0.062	0.000	0.156	0.000	0.064	0.059	0.000	0.000	0.041	0.145	0.000	0.042	0.204	0.032	0.131	0.000	0.000	0.000	0.000	0.000	0.105	0.000	0.228	0.077	0.123	0.191	0.162	0.000	0.000	0.027	0.000	0.000	1.000	0.000	0.000	0.043	0.078	0.000	0.000	0.000	0.288	0.000	0.000	0.063	0.000	0.055	0.156	0.140	0.117	0.154	0.000	0.000	0.000	0.000	0.073	0.048	0.000	0.000	0.000	0.028	0.066	0.115	0.000	0.087	0.000	0.000	0.000	0.000	0.000	0.000	0.037	0.000	0.032	0.000	0.000	0.055	0.000	0.044	0.121	0.000	0.298	0.000	0.000	0.054	0.206	0.000	0.000	0.000	0.000
tie	0.111	0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.036	0.000	0.307	0.000	0.000	0.018	0.000	0.000	0.000	0.019	0.000	0.208	0.000	0.000	0.061	0.000	0.000	0.000	0.230	0.053	0.000	0.000	0.000	0.000	0.026	0.000	0.236	0.090	0.000	0.000	0.028	0.020	0.000	0.000	0.035	0.000	0.121	0.000	0.000	0.000	0.027	0.067	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.109	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.117	0.000	0.173	0.215	0.043	0.000	0.057	0.000	0.000	0.000	0.000	0.020	0.000	0.000	0.000	0.028	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.030	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.030	0.267	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.066	0.000	0.000	0.000	0.000	0.165	0.051	0.000	0.000	0.000	0.000	0.000	0.000	0.092	0.000	0.000	0.000	0.000	0.095	0.000	0.030	0.000	0.088	0.000	0.000	0.000	0.000	0.045
tiger	0.000	0.000	0.000	0.000	0.032	0.052	0.039	0.000	0.000	0.000	0.000	0.000	0.000	0.039	0.000	0.000	0.000	0.000	0.107	0.000	0.000	0.000	0.000	0.146	0.000	0.000	0.016	0.045	0.000	0.000	0.050	0.000	0.022	0.000	0.000	0.000	0.000	0.000	0.216	0.013	0.000	0.013	0.000	0.059	0.000	0.000	0.000	0.000	0.068	0.070	0.000	0.033	0.051	0.000	0.000	0.000	0.143	0.026	0.000	0.000	0.000	0.000	0.017	0.000	0.000	0.000	0.040	0.000	0.000	0.000	0.000	0.000	0.034	0.000	0.000	0.075	0.052	0.031	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.032	0.000	0.000	0.000	0.000	0.000	0.082	0.000	0.032	0.022	0.000	0.000	0.000	0.000	0.026	0.022	0.000	0.026	0.051	0.000	0.050	0.019	0.066	0.000	0.066	0.000	0.021	0.071	0.000	0.035	0.025	0.000	0.000	0.000	0.077	0.000	0.000	0.000	0.290	0.036	0.064	0.124	0.000	0.000	0.036	0.000	0.026	0.040	0.000	0.000	0.051	0.057	0.380	0.000
toad	0.000	0.000	0.000	0.059	0.021	0.295	0.133	0.030	0.046	0.119	0.000	0.000	0.000	0.000	0.022	0.000	0.028	0.033	0.173	0.285	0.058	0.000	0.040	0.151	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.152	0.000	0.000	0.000	0.000	0.000	0.081	0.000	0.000	0.000	0.000	0.000	0.000	0.125	0.000	0.023	0.000	0.070	0.000	0.000	0.138	0.254	0.000	0.145	0.312	0.137	0.000	0.000	0.023	0.055	0.122	0.000	0.000	0.018	0.000	0.000	0.000	0.066	0.000	0.000	0.000	0.020	0.059	0.043	0.144	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.043	0.000	0.032	1.000	0.000	0.000	0.000	0.091	0.000	0.217	0.000	0.000	0.000	0.000	0.000	0.039	0.000	0.034	0.000	0.025	0.129	0.000	0.000	0.000	0.069	0.061	0.000	0.313	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.222	0.026	0.192	0.000	0.000	0.136	0.157	0.000	0.031	0.171	0.000	0.000	0.000	0.049	0.152	0.120	0.175	0.000	0.000	0.000	0.037	0.213
toaster	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.042	0.000	0.061	0.026	0.040	0.070	0.000	0.000	0.000	0.024	0.000	0.020	0.000	0.000	0.031	0.099	0.000	0.000	0.000	0.068	0.035	0.000	0.149	0.000	0.424	0.000	0.000	0.000	0.000	0.023	0.084	0.031	0.000	0.000	0.000	0.000	0.000	0.064	0.000	0.311	0.000	0.000	0.000	0.114	0.000	0.000	0.000	0.090	0.000	0.000	0.038	0.000	0.727	0.305	0.000	0.057	0.050	0.000	0.000	0.000	0.000	0.046	0.078	0.047	0.000	0.054	0.068	0.175	0.000	0.000	0.000	0.000	0.000	0.078	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.207	0.000	0.000	0.028	0.000	0.024	0.047	0.031	0.051	0.041	0.000	0.000	0.000	0.000	0.032	0.021	0.000	0.000	0.000	0.000	0.029	0.044	0.000	0.038	0.000	0.000	0.000	0.000	0.000	0.000	0.016	0.000	0.000	0.000	0.000	0.000	0.000	0.019	0.053	0.000	0.076	0.000	0.000	0.000	0.090	0.000	0.000	0.000	0.000
toilet	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.036	0.000	0.000	0.000	0.000	0.000	0.000	0.117	0.000	0.000	0.000	0.000	0.000	0.112	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.045	0.166	0.000	0.000	0.000	0.000	0.148	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.023	0.090	0.000	0.000	0.000	0.000	0.000	0.000	0.166	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.080	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.019	0.000	0.000	0.000	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.070	0.000	0.000	0.000	0.056	0.000	0.000	0.095	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.104	0.000
